Record_ID,Transaction_Date,Fiscal_Year,Quarter,Region,Country,Business_Unit,Department,Product_Category,Revenue,Cost,Profit,Profit_Margin,Operating_Expense,Customer_Segment,Sales_Channel,Payment_Method,Invoice_Status,Employee_ID,Risk_Score,Forecast_Accuracy,Customer_Rating,ROI,Profit_Percentage,Year,Month
FP00112,2023-09-09,2023.0,Q3,Asia,Germany,Retail,IT,Consulting,43583.37,37280.06,6303.31,32.403617877568315,13921.07,Corporate,Direct,Credit Card,Pending,E4814,49.74820035740566,85.04540054667788,3.87,40.58,14.462649400447924,2023,September
FP00113,2021-07-25,2021.0,Unknown,Europe,Brazil,Government,Marketing,Hardware,136557.21,64947.55,32533.992725747245,32.403617877568315,48243.68,Small Business,Partner,Cash,Paid,E2465,65.58,85.04540054667788,3.95,78.01,23.824441584407918,2021,July
FP00114,2025-10-08,2025.0,Q4,Europe,USA,Government,Marketing,Hardware,101325.89404902789,169084.07,18313.14,9.77,9165.71,Small Business,Unknown,Credit Card,Overdue,E2758,92.92,80.05,3.0126560354842122,69.4,18.073504479653486,2025,October
FP00115,2024-08-06,2024.0,Q3,South America,India,Enterprise,Finance,Services,109116.8,73288.5,32533.992725747245,32.83,46958.74,Corporate,Distributor,Cash,Pending,E1230,73.93,93.72,3.27,66.6,29.8157503938415,2024,August
FP00116,2025-03-31,2025.0,Unknown,South America,Unknown,SMB,Finance,Subscriptions,39439.1,29028.16,10410.94,26.4,32116.93,Consumer,Direct,Bank Transfer,Cancelled,Unknown,93.65,85.04540054667788,2.53,26.49,26.39750907094736,2025,March
FP00117,2023-07-04,2023.0,Q3,North America,India,SMB,HR,Unknown,150997.57,68295.88139759803,11367.23,7.53,15446.32,Consumer,Unknown,UPI,Overdue,Unknown,41.14,85.08,4.58,55.06,7.528088034794202,2023,July
FP00118,2024-12-11,2024.0,Q4,Asia,France,Enterprise,Sales,Hardware,154198.37,120222.26,33976.11,22.03,32116.21,Government,Direct,UPI,Overdue,E7813,70.49,85.04540054667788,4.03,74.66,22.034026689127778,2024,December
FP00119,2025-07-01,2025.0,Q3,North America,South Africa,Government,IT,Services,133154.79,68295.88139759803,32533.992725747245,47.99,12749.54,Unknown,Online,Unknown,Pending,Unknown,15.84,79.84,3.08,35.45102872340426,24.433212448269597,2025,July
FP00120,2021-08-27,2023.2522311942203,Q3,South America,USA,Government,Sales,Consulting,136378.75,108326.31,28052.44,20.57,24696.98,Government,Distributor,Unknown,Paid,Unknown,67.6,79.25,1.09,35.45102872340426,20.569509546025312,2021,August
FP00121,2024-01-01,2022.0,Q2,Unknown,Canada,Retail,Finance,Subscriptions,163474.19,132445.56,31028.63,18.98,29126.41,Consumer,Partner,UPI,Pending,E3218,76.82,99.35,3.58,-5.92,18.98075164036598,2024,January
FP00122,2023-05-11,2023.2522311942203,Q2,South America,Brazil,Retail,Unknown,Consulting,75517.72,68295.88139759803,8289.32,10.98,22702.59,Corporate,Unknown,Credit Card,Pending,E9802,49.74820035740566,73.82,4.91,35.45102872340426,10.976655545215083,2023,May
FP00123,2025-09-06,2025.0,Q3,Africa,Brazil,Government,Unknown,Hardware,1691.19,697.62,993.57,58.75,15268.97,Government,Partner,Bank Transfer,Overdue,E4088,93.8,91.75,1.45,50.61,58.74975608890781,2025,September
FP00124,2025-07-16,2025.0,Q3,Europe,UK,Retail,Finance,Unknown,132379.34,97723.46,34655.88,26.18,46843.78,Consumer,Distributor,PayPal,Paid,E5009,74.31,82.07,1.94,70.01,26.17922101741858,2025,July
FP00125,2022-03-21,2022.0,Q1,Europe,France,SMB,Unknown,Consulting,151122.76,68295.88139759803,26169.17,17.32,25164.733792738436,Small Business,Direct,Cash,Pending,Unknown,22.88,79.02,1.24,79.41,17.316498189948355,2022,March
FP00126,2026-04-27,2023.2522311942203,Q2,Africa,Australia,Retail,Operations,Subscriptions,118741.76,95511.91,23229.85,32.403617877568315,9169.09,Small Business,Unknown,UPI,Pending,E5913,49.74820035740566,85.04540054667788,2.89,51.09,19.563336436987292,2026,April
FP00127,2025-10-06,2025.0,Q4,North America,South Africa,Government,Marketing,Consulting,45843.57,39959.44,5884.13,12.84,7645.41,Corporate,Distributor,Bank Transfer,Unknown,E4331,33.7,72.37,2.8,31.67,12.835235126758235,2025,October
FP00128,2023-01-30,2023.0,Q1,Unknown,France,Retail,Finance,Hardware,19400.34,15491.59,3908.75,20.15,25164.733792738436,Unknown,Distributor,Bank Transfer,Overdue,Unknown,95.74,70.46,3.0126560354842122,14.16,20.14784276976589,2023,January
FP00129,2026-05-25,2026.0,Unknown,Oceania,Unknown,Enterprise,Marketing,Hardware,148553.57,120444.79,28108.78,18.92,37839.37,Small Business,Partner,UPI,Cancelled,E9743,65.22,79.25,3.0126560354842122,72.3,18.92164557203169,2026,May
FP00130,2025-12-13,2025.0,Q4,Unknown,UK,SMB,Unknown,Subscriptions,99958.18,68295.88139759803,54553.72,54.58,49075.26,Unknown,Direct,Bank Transfer,Unknown,E5272,55.78,87.52,3.0126560354842122,32.25,54.576543910663446,2025,December
FP00131,2022-08-28,2022.0,Unknown,South America,South Africa,SMB,Operations,Subscriptions,31329.87,18216.0,13113.87,41.86,19302.07,Government,Distributor,Bank Transfer,Overdue,E3773,14.86,86.4,1.74,65.0,41.857403174670054,2022,August
FP00132,2025-12-27,2025.0,Q4,North America,USA,Retail,Marketing,Hardware,101325.89404902789,81990.06,26895.17,32.403617877568315,3407.24,Corporate,Online,Bank Transfer,Paid,E4583,51.07,81.2,3.47,-6.96,26.543234828983014,2025,December
FP00133,2024-09-27,2024.0,Q3,Africa,South Africa,Government,Finance,Software,186846.84,168538.33,18308.51,9.8,33134.57,Small Business,Partner,Credit Card,Cancelled,E3937,11.59,72.89,1.6,-8.58,9.79867253842773,2024,September
FP00134,2022-01-29,2022.0,Q1,North America,Japan,Government,Marketing,Consulting,124336.39,66996.18,57340.21,46.12,25164.733792738436,Corporate,Direct,Unknown,Paid,E1519,10.26,81.38,3.21,61.54,46.11699760625188,2022,January
FP00135,2021-04-25,2021.0,Q2,Oceania,Japan,Unknown,IT,Software,127712.87,100454.45,27258.42,21.34,25164.733792738436,Corporate,Direct,PayPal,Cancelled,E5441,5.61,72.23,4.7,66.08,21.34351847233564,2021,April
FP00136,2026-01-16,2026.0,Q1,North America,UK,Enterprise,HR,Subscriptions,109063.11,83101.74,25961.37,23.8,9378.05,Consumer,Partner,Bank Transfer,Pending,E7375,68.03,86.22,2.54,66.54,23.803988351331625,2026,January
FP00137,2025-02-23,2025.0,Q1,Asia,USA,Retail,Marketing,Hardware,101325.89404902789,27224.83,1625.34,5.63,36346.1,Consumer,Partner,Unknown,Cancelled,E6347,3.93,78.2,4.97,35.07,1.6040717086725702,2025,February
FP00138,2023-10-02,2023.0,Q4,Africa,Brazil,Retail,IT,Services,46399.54,32673.2,13726.34,29.58,19083.64,Unknown,Unknown,Credit Card,Overdue,E3526,38.62,93.52,1.62,6.72,29.582922589318773,2023,October
FP00139,2023-03-09,2023.0,Q1,Asia,India,Retail,Sales,Software,64018.97,29359.29,32533.992725747245,54.14,757.16,Corporate,Unknown,UPI,Cancelled,E2692,3.6,80.62,1.37,17.74,50.81930047569845,2023,March
FP00140,2024-05-09,2024.0,Q2,Unknown,South Africa,Enterprise,IT,Consulting,157103.31,137472.47,19630.84,12.5,1110.86,Corporate,Distributor,Unknown,Pending,E5405,30.81,85.04540054667788,1.25,27.24,12.495497389583962,2024,May
FP00141,2023-06-10,2023.0,Unknown,Europe,Australia,Enterprise,Marketing,Unknown,55916.41,68295.88139759803,32533.992725747245,43.51,39242.0,Corporate,Partner,Credit Card,Cancelled,E6443,84.32,81.4,4.45,22.5,58.18326449381719,2023,June
FP00142,2023-06-21,2023.0,Unknown,Europe,India,SMB,IT,Hardware,67612.51,57369.99,10242.52,15.15,43045.67,Government,Unknown,Bank Transfer,Unknown,Unknown,29.85,90.85,3.0126560354842122,77.68,15.148853370478335,2023,June
FP00143,2024-03-25,2024.0,Q1,Asia,Canada,Enterprise,IT,Consulting,156612.9,90716.05,65896.85,32.403617877568315,14374.86,Unknown,Online,UPI,Pending,E8183,79.97,94.94,1.28,60.73,42.07625936305375,2024,March
FP00144,2025-10-03,2025.0,Q4,Europe,India,Enterprise,HR,Subscriptions,159335.71,99589.26,59746.45,37.5,25215.51,Government,Online,UPI,Cancelled,Unknown,53.9,97.7,3.0126560354842122,47.0,37.49721264617957,2025,October
FP00145,2023-05-07,2023.2522311942203,Q2,Unknown,France,Retail,Finance,Hardware,109185.4,91158.51,18026.89,16.51,18296.71,Small Business,Unknown,PayPal,Paid,E7547,96.71,79.95,4.18,70.6,16.51034845318147,2023,May
FP00146,2021-08-05,2023.2522311942203,Q3,Africa,Unknown,Unknown,Marketing,Services,3099.01,1680.61,1418.4,45.77,25164.733792738436,Government,Distributor,PayPal,Pending,E6651,99.77,84.48,2.18,36.69,45.769455406726664,2021,August
FP00147,2026-03-01,2023.2522311942203,Q1,Asia,Japan,Government,Sales,Consulting,192383.85,89234.97,103148.88,53.62,25164.733792738436,Government,Partner,Unknown,Unknown,E8178,72.48,83.57,1.27,2.75,53.61618451860694,2026,March
FP00148,2021-04-02,2021.0,Q2,Unknown,Germany,Enterprise,Unknown,Hardware,162227.0,75159.27,87067.73,53.67,42534.41,Corporate,Partner,PayPal,Unknown,E8570,23.95,82.15,1.74,35.45102872340426,53.67030765532248,2021,April
FP00149,2024-08-04,2023.2522311942203,Q3,South America,France,Government,Marketing,Software,101325.89404902789,81398.4,50405.87,38.24,37000.72,Corporate,Direct,Cash,Paid,E2667,80.15,86.11,3.0126560354842122,69.48,49.74628694182599,2024,August
FP00150,2022-02-08,2022.0,Q1,Oceania,Japan,Government,IT,Subscriptions,92052.53,50103.67,32533.992725747245,45.57,43200.51,Consumer,Partner,Cash,Cancelled,E3826,49.74820035740566,91.18,2.19,37.49,35.342855569257296,2022,February
FP00151,2024-06-12,2024.0,Q2,North America,Germany,SMB,HR,Hardware,118443.5,91161.29,27282.21,23.03,16002.69,Government,Distributor,PayPal,Unknown,E7286,42.88,84.6,3.0126560354842122,11.47,23.03394445452895,2024,June
FP00152,2026-02-26,2026.0,Q1,Europe,Germany,SMB,Marketing,Consulting,129406.76,122929.27,6477.49,32.403617877568315,25164.733792738436,Consumer,Partner,Credit Card,Cancelled,Unknown,20.32,81.52,3.25,34.07,5.005526759189396,2026,February
FP00153,2024-08-30,2023.2522311942203,Unknown,South America,Germany,Unknown,IT,Software,99499.0,77269.25,22229.75,32.403617877568315,21073.71,Unknown,Partner,Credit Card,Overdue,E4683,54.22,75.05,2.83,65.59,22.341681825947997,2024,August
FP00154,2025-03-01,2025.0,Q1,Unknown,South Africa,SMB,IT,Software,101325.89404902789,68295.88139759803,50688.38,32.76,25784.9,Government,Direct,UPI,Paid,E5055,30.47,85.04540054667788,2.8,41.54,50.02510017377566,2025,March
FP00155,2024-01-01,2023.2522311942203,Q4,Unknown,UK,SMB,HR,Consulting,172577.73,77287.32,95290.41,55.22,43331.88,Government,Direct,PayPal,Pending,E4385,81.54,94.16,3.28,0.56,55.21593661012925,2024,January
FP00156,2024-01-01,2023.0,Q4,Asia,France,SMB,Unknown,Software,56935.92,39645.77,32533.992725747245,30.37,16520.85,Corporate,Distributor,Unknown,Overdue,E3078,49.74820035740566,85.04540054667788,1.58,53.36,57.141419205568724,2024,January
FP00157,2022-10-22,2022.0,Q4,Africa,India,Government,Marketing,Subscriptions,165867.88,135814.36,30053.52,18.12,33973.61,Consumer,Unknown,UPI,Overdue,E7046,46.01,84.64,3.33,34.05,18.118951059120068,2022,October
FP00158,2025-11-15,2025.0,Q4,Oceania,Japan,Retail,IT,Subscriptions,101325.89404902789,124507.22,30545.7,19.7,36681.13,Corporate,Distributor,Unknown,Cancelled,E5399,49.74820035740566,78.51,3.19,31.26,30.14599603258379,2025,November
FP00159,2021-09-25,2023.2522311942203,Unknown,North America,USA,Retail,HR,Unknown,113662.28,75805.45,37856.83,33.31,17515.11,Consumer,Online,Bank Transfer,Cancelled,E8479,1.07,98.74,1.81,51.43,33.30641440590493,2021,September
FP00160,2024-11-11,2024.0,Q4,Asia,Canada,SMB,Operations,Unknown,181972.04,68295.88139759803,20893.8,11.48,25164.733792738436,Small Business,Direct,Credit Card,Unknown,E6005,72.87,92.66,2.72,68.7,11.481873808745563,2024,November
FP00161,2021-07-06,2021.0,Q3,Europe,South Africa,Government,Unknown,Unknown,141035.91,56498.63,84537.28,59.94,24101.93,Small Business,Online,Unknown,Unknown,E8826,8.01,85.04540054667788,3.92,1.94,59.94025209607964,2021,July
FP00162,2021-07-29,2021.0,Q3,Europe,Germany,Retail,IT,Consulting,21537.11,12968.76,8568.35,39.78,15313.14,Consumer,Direct,UPI,Overdue,E4490,49.74820035740566,74.54,2.65,24.44,39.78412145362121,2021,July
FP00163,2024-11-07,2024.0,Q4,North America,France,Government,Operations,Unknown,89034.39,68295.88139759803,42782.4,48.05,25164.733792738436,Unknown,Direct,Bank Transfer,Unknown,E2380,25.57,88.03,3.88,2.6,48.05154502659029,2024,November
FP00164,2022-08-07,2023.2522311942203,Q3,Asia,UK,Enterprise,HR,Subscriptions,101325.89404902789,121654.51,34360.45,22.02,25164.733792738436,Small Business,Unknown,Bank Transfer,Cancelled,E7322,12.16,84.99,3.38,49.26,33.91082834499761,2022,August
FP00165,2023-12-18,2023.2522311942203,Q4,South America,France,Government,Operations,Consulting,101325.89404902789,72322.88,105533.3,59.34,18374.36,Corporate,Distributor,Unknown,Unknown,E2106,49.74820035740566,76.47,4.69,18.48,104.15235018694857,2023,December
FP00166,2026-04-27,2026.0,Q2,South America,Brazil,Government,Unknown,Consulting,158068.71,107271.09,50797.62,32.14,31614.25,Corporate,Partner,Credit Card,Overdue,E2294,51.62,76.1,4.23,35.09,32.13641713151199,2026,April
FP00167,2024-01-04,2024.0,Q1,Unknown,Canada,Unknown,HR,Subscriptions,66023.31,68295.88139759803,18318.8,27.75,38279.59,Corporate,Online,Bank Transfer,Paid,E8118,12.48,85.04540054667788,1.22,48.49,27.74595820779055,2024,January
FP00168,2024-09-26,2024.0,Q3,Oceania,USA,Unknown,Unknown,Services,148597.01,119971.58,28625.43,32.403617877568315,6412.43,Small Business,Direct,Cash,Pending,E5403,73.56,73.54,4.6,53.71,19.263799453299903,2024,September
FP00169,2022-11-18,2022.0,Unknown,Africa,Canada,Unknown,Marketing,Consulting,161614.46,88821.58,72792.88,45.04,3661.66,Small Business,Online,UPI,Pending,E7024,16.57,93.2,3.0126560354842122,54.11,45.04106872615235,2022,November
FP00170,2024-10-12,2024.0,Q4,Unknown,UK,Retail,Marketing,Services,144832.9,76127.42,32533.992725747245,32.403617877568315,25164.733792738436,Government,Direct,Bank Transfer,Paid,E7870,23.23,77.45,4.66,-6.04,22.463123175568015,2024,October
FP00171,2022-10-18,2022.0,Q4,North America,Germany,Unknown,Unknown,Software,54980.33,24347.37,30632.96,55.72,18954.0,Unknown,Online,UPI,Unknown,E6090,33.4,86.59,1.03,35.18,55.7162170543538,2022,October
FP00172,2022-02-15,2022.0,Q1,Unknown,France,Government,Sales,Consulting,59027.42,68295.88139759803,9947.36,16.85,37109.01,Corporate,Direct,Credit Card,Cancelled,Unknown,24.07,80.39,4.36,11.83,16.852100261200643,2022,February
FP00173,2025-12-02,2025.0,Q4,Unknown,India,Retail,Sales,Consulting,101325.89404902789,1699.83,32533.992725747245,41.57,38066.99,Corporate,Distributor,Unknown,Paid,E3332,71.45,72.79,3.0126560354842122,23.86,32.10827107037934,2025,December
FP00174,2024-01-01,2026.0,Q1,Oceania,Canada,Retail,IT,Hardware,169255.34,106153.77,63101.57,32.403617877568315,44831.11,Government,Online,PayPal,Paid,E8126,66.58,73.92,2.17,31.26,37.28187837382265,2024,January
FP00175,2025-10-09,2025.0,Q4,Asia,Australia,SMB,Sales,Unknown,63686.77,53525.5,10161.27,15.96,35185.92,Corporate,Direct,PayPal,Unknown,E3546,11.46,83.49,2.26,56.18,15.95507198747872,2025,October
FP00176,2021-09-05,2021.0,Q3,Unknown,Unknown,Unknown,Sales,Services,101325.89404902789,68295.88139759803,7476.32,32.403617877568315,10777.99,Consumer,Direct,Cash,Pending,E2494,71.4,99.05,2.58,17.75,7.378489052741526,2021,September
FP00177,2021-04-11,2021.0,Unknown,Unknown,Australia,Enterprise,Unknown,Subscriptions,135759.49,73729.86,62029.63,45.69,49538.49,Consumer,Direct,Credit Card,Paid,E2010,83.21,99.48,1.52,-7.2,45.690824265765876,2021,April
FP00178,2025-08-14,2025.0,Unknown,Africa,India,Retail,Finance,Software,101325.89404902789,68295.88139759803,17962.74,22.25,46909.96,Corporate,Distributor,Bank Transfer,Unknown,E6432,13.13,98.27,3.0126560354842122,-2.44,17.727689618320554,2025,August
FP00179,2026-03-08,2026.0,Q1,Unknown,Brazil,Enterprise,Operations,Hardware,115202.96,98144.51,17058.45,14.81,20052.44,Corporate,Partner,Cash,Cancelled,E3435,49.74820035740566,85.04540054667788,1.98,-7.35,14.80730182627252,2026,March
FP00180,2022-08-28,2022.0,Q3,South America,Germany,Government,Sales,Consulting,100279.43,88800.26,11479.17,11.45,24212.03,Unknown,Online,UPI,Overdue,E8859,54.91,84.54,4.65,-2.11,11.447183136162622,2022,August
FP00181,2023-10-26,2023.0,Unknown,Unknown,India,Unknown,Marketing,Consulting,64999.28,35667.68,29331.6,45.13,1790.12,Small Business,Direct,Bank Transfer,Unknown,E5060,66.03,78.0,4.27,35.45102872340426,45.12603831919369,2023,October
FP00182,2024-01-01,2023.2522311942203,Q1,South America,Unknown,Enterprise,Sales,Hardware,147674.97,121127.05,32533.992725747245,17.98,47416.22,Unknown,Partner,PayPal,Paid,E6761,94.81,86.91,3.25,41.81,22.03081045199958,2024,January
FP00183,2022-01-21,2022.0,Q1,Europe,Unknown,Retail,Unknown,Software,167502.67,141660.47,25842.2,15.43,48534.19,Corporate,Direct,Credit Card,Cancelled,E1011,33.84,88.42,4.23,38.79,15.427933178617389,2022,January
FP00184,2022-11-29,2022.0,Q4,North America,Unknown,Enterprise,Finance,Unknown,143670.59,130069.21,13601.38,9.47,42292.06,Unknown,Online,Cash,Cancelled,E2655,34.32,79.68,3.0126560354842122,19.12,9.467059333437692,2022,November
FP00185,2024-01-01,2023.2522311942203,Q1,Unknown,South Africa,SMB,Sales,Consulting,189790.01,158572.09,31217.92,16.45,48052.77,Corporate,Distributor,Cash,Overdue,E3086,18.59,70.05,3.0126560354842122,35.45102872340426,16.448663446511226,2024,January
FP00186,2024-03-19,2024.0,Q1,Africa,Japan,Enterprise,Unknown,Consulting,78928.68,74734.07,4194.61,5.31,48276.61,Unknown,Distributor,Bank Transfer,Overdue,E2274,49.74820035740566,99.47,1.67,-7.09,5.314430698701663,2024,March
FP00187,2025-12-19,2025.0,Q4,Asia,Australia,Retail,Operations,Hardware,192652.85,164123.66,28529.19,14.81,33666.22,Corporate,Online,Cash,Unknown,E2770,72.32,71.44,2.75,55.64,14.808600028496851,2025,December
FP00188,2023-05-10,2023.0,Q2,Africa,Brazil,Retail,Marketing,Consulting,193851.26,171849.84,22001.42,11.35,24907.56,Corporate,Direct,UPI,Paid,E1547,30.2,79.56,4.81,24.08,11.349639924961023,2023,May
FP00189,2021-06-01,2021.0,Q2,North America,Japan,Government,HR,Software,69019.83,61314.61,7705.22,11.16,8464.77,Government,Direct,PayPal,Cancelled,E3573,6.3,79.93,4.9,35.45102872340426,11.163777134774165,2021,June
FP00190,2024-01-01,2023.0,Q2,Asia,India,Enterprise,Finance,Software,139742.14,111391.39,28350.75,20.29,36633.71,Government,Distributor,Unknown,Paid,E6911,1.38,72.63,4.3,13.87,20.287903133585903,2024,January
FP00191,2024-01-01,2024.0,Q3,Asia,Canada,Government,Finance,Services,120442.89,68295.88139759803,59038.56,49.02,1773.92,Government,Distributor,UPI,Overdue,E2493,64.54,81.63,2.48,5.37,49.01788723269593,2024,January
FP00192,2023-02-21,2023.0,Unknown,Europe,India,Retail,Sales,Software,74510.93,48072.69,26438.24,35.48,13533.15,Unknown,Partner,PayPal,Cancelled,E4727,55.81,95.22,4.27,31.86,35.48236480204985,2023,February
FP00193,2023-05-08,2023.0,Q2,Europe,Australia,SMB,Finance,Subscriptions,193159.91,150256.65,42903.26,32.403617877568315,46849.89,Consumer,Direct,Credit Card,Cancelled,E3832,94.96,75.01,1.85,41.54,22.21126526720788,2023,May
FP00194,2022-01-30,2022.0,Unknown,Oceania,Germany,SMB,Operations,Software,26111.01,16524.51,9586.5,36.71,49419.86,Consumer,Distributor,PayPal,Unknown,E6343,49.74820035740566,85.59,4.67,29.19,36.714397489794536,2022,January
FP00195,2021-01-26,2021.0,Q1,Unknown,Germany,Unknown,IT,Consulting,101325.89404902789,116989.91,40533.67,25.73,26366.82,Unknown,Online,PayPal,Unknown,E5687,86.88,96.4,4.51,27.76,40.00326903642936,2021,January
FP00196,2022-06-25,2022.0,Q2,Asia,Brazil,Enterprise,IT,Unknown,77225.65,51515.04,25710.61,33.29,30643.63,Government,Online,UPI,Overdue,E4892,5.88,84.26,2.07,-6.63,33.292837289164936,2022,June
FP00197,2023-02-02,2023.2522311942203,Q1,South America,Canada,Enterprise,Sales,Services,5026.34,4270.19,756.15,15.04,15501.22,Government,Partner,Cash,Cancelled,E2462,19.61,76.34,4.3,15.23,15.043749527489187,2023,February
FP00198,2025-02-26,2025.0,Q1,Europe,Canada,SMB,Unknown,Consulting,97407.61,68295.88139759803,30773.42,31.59,19008.56,Government,Direct,Unknown,Unknown,E3846,20.08,94.99,4.35,-4.94,31.592418703220414,2025,February
FP00199,2024-01-01,2022.0,Q2,Asia,Unknown,Government,HR,Software,7581.14,68295.88139759803,4337.87,57.22,25164.733792738436,Consumer,Direct,Cash,Cancelled,E8308,18.58,96.11,3.35,7.92,57.219230880843774,2024,January
FP00200,2022-12-18,2022.0,Q4,North America,India,Retail,Marketing,Software,69505.55,59824.09,9681.46,13.93,13303.67,Corporate,Unknown,Bank Transfer,Pending,E4387,27.64,82.29,1.08,35.45102872340426,13.929045953884255,2022,December
